stop_id,
503501
503502
503982
503505
503506
503240
502982
503862
503863
503864
503865
503511
503513
503514
503515
503516
503517
503518
503519
503520
503521
503017
503018
503522
503523
503524
503525
503526
503527
503528
503529
503530
503531
503532
503533
504455
503535
503536
503537
503538
503539
503540
503541
503542
503543
503544
503545
504107
504109
505082
505083
504238
304841
304842
801052
901025
308488
504155
504474
504475
503450
503451
503452
503453
503454
503455
503456
503457
503458
503459
505251
503461
503462
505108
503464
503465
503466
503468
503469
503470
503471
503258
503472
503473
503475
503476
503477
502992
503478
502994
503479
503480
503481
503689
503482
503483
503484
503485
503486
503487
503488
503489
503490
503491
503492
503444
503493
503494
503956
504020
503497
503499
804059
504241
504242
504243
504244
504245
504246
504247
504249
504250
303072
303073
303074
303075
303076
303077
303078
303079
308229
303081
303082
303083
306466
303085
303086
303087
303088
303090
303091
303092
306659
303094
303096
301931
301933
301934
303101
303102
306925
307492
302433
302434
306533
901070
303011
307460
302945
307491
302947
302948
303017
302368
303019
303020
303021
303022
303023
303024
303025
303026
303027
303028
303029
303030
306465
303032
303033
303034
306395
303035
303036
303037
303038
303039
303040
303041
303042
303043
303044
504229
504230
504231
504232
504233
504234
504236
504237
504239
801068
504240
503883
503884
503885
503707
503907
503908
505084
505085
505086
306180
306181
306182
306183
306184
308546
301781
306189
306190
306191
306192
306193
306332
306195
300557
300559
306198
306199
306200
306201
306202
306203
306204
306205
306206
300245
300246
300247
901040
306209
901001
306144
300222
300223
300224
307361
306366
307397
306153
306154
306155
306156
306157
306158
306159
306160
306161
306162
306502
300857
306165
306333
306167
306168
301748
301749
301750
306172
306173
306174
306175
306176
306177
301062
308311
301332
307990
301066
303135
303136
303137
303138
303140
303141
303142
303143
303144
303145
303146
303147
303148
303149
307157
303151
303152
303153
303154
307637
303156
301092
901017
308312
303178
303660
303180
303662
303182
307228
302059
304942
302308
303188
303189
303190
303191
303192
303193
308116
303195
303196
307000
303198
303556
307306
306348
504413
504526
504519
504415
504416
503962
305166
305167
308188
305170
305171
305172
305173
305174
305175
305177
305179
307798
305181
305182
305183
304940
305185
305186
308601
308602
308603
305191
305192
306948
306954
306777
306778
306779
306814
302933
302935
306834
306796
307995
307996
307426
302445
306798
901074
307997
306960
307493
307998
307039
306952
306801
307943
306953
306813
306755
306757
306759
306760
306762
303813
306763
308048
306765
305139
305140
305141
308599
308600
302294
302297
302298
302299
306806
307616
306808
306809
306810
308623
306812
305154
305155
305156
305157
305159
308186
901310
305162
503963
504409
504410
505215
504430
504549
